SSN,PID,CC,Site,ICRAFPID,Lon,Lat,Depth,pH,Hp,EC,C,N,P,K,S,Ca,Mg,Al,B,Cu,Fe,Mn,Zn,Na
icr049277,MZ-0mw4db,MZ,Chiculecule,Chiculecule-6-1,35.287992,-22.846698,10,6.66,0.13,0.071,6669,434,7.7,56.9,2.3,578,72.3,392,0.31,0.66,40.4,170,1.45,16.4
icr049278,MZ-0mw4db,MZ,Chiculecule,Chiculecule-6-1,35.287992,-22.846698,35,6.27,0.18,0.089,2620,235,3,50.6,2.4,348,64,474,0.23,1.02,39.9,113,0.53,34.2
icr049297,MZ-vsdhfl,MZ,Chiculecule,Chiculecule-7-1,35.285262,-22.817833,10,6.39,0.23,0.048,5769,417,6.3,55.7,2.6,342,68.4,342,0.26,0.45,33.8,176,0.89,20.1
icr049298,MZ-vsdhfl,MZ,Chiculecule,Chiculecule-7-1,35.285262,-22.817833,35,6.05,0.23,0.049,2774,214,4,42.6,4.3,178,33.8,376,0.001,0.29,37,135,0.47,10.5
icr049317,MZ-t3ysfP,MZ,Chiculecule,Chiculecule-8-1,35.287882,-22.804762,10,6.5,0.18,0.053,5784,375,7.7,49,3.6,392,73.7,318,0.24,0.47,35,206,1.22,20.6
icr049318,MZ-t3ysfP,MZ,Chiculecule,Chiculecule-8-1,35.287882,-22.804762,35,6.2,0.18,0.03,1703,139,3.2,39.1,3.1,140,31.6,422,0.001,0.42,40.1,161,0.32,17.1
icr049337,MZ-GzQ2dl,MZ,Chiculecule,Chiculecule-9-1,35.313225,-22.870143,10,6.26,0.27,0.045,4737,305,17.7,51.3,5.9,270,43.7,464,0.001,0.48,37.2,158,1.29,13.1
icr049338,MZ-GzQ2dl,MZ,Chiculecule,Chiculecule-9-1,35.313225,-22.870143,35,5.7,0.37,0.016,3375,218,9.1,25.9,4.6,212,32.8,467,0.001,0.38,32.9,72.5,0.75,17.4
icr049357,MZ-xWvOxY,MZ,Chiculecule,Chiculecule-10-1,35.317273,-22.849915,10,6.06,0.37,0.102,4974,338,9.6,33.8,6.4,248,48.9,343,0.001,0.32,38.2,141,1.22,29.6
icr049358,MZ-xWvOxY,MZ,Chiculecule,Chiculecule-10-1,35.317273,-22.849915,35,5.66,0.13,0.025,2068,192,5.1,18.3,3.6,112,24.4,433,0.001,0.36,36,88.1,0.36,9.33
icr049377,MZ-Blm85v,MZ,Chiculecule,Chiculecule-11-1,35.31782,-22.830515,10,7.19,0.23,0.11,6793,478,30.2,50.9,6.6,781,78.6,418,0.41,0.55,37.8,204,1.57,12.5
icr049378,MZ-Blm85v,MZ,Chiculecule,Chiculecule-11-1,35.31782,-22.830515,35,6.6,0.18,0.038,2209,142,4.3,41.7,4.7,273,43.2,414,0.001,0.29,35,102,0.31,18.4
icr049397,MZ-aRmExs,MZ,Chiculecule,Chiculecule-12-1,35.312842,-22.80366,10,6.01,0.23,0.028,1482,107,3.6,5.5,3.5,156,16.5,189,0.001,0.001,29.4,42,0.37,4.94
icr049398,MZ-aRmExs,MZ,Chiculecule,Chiculecule-12-1,35.312842,-22.80366,35,6.61,0.18,0.047,4683,320,12.2,28.9,6.9,581,76.6,232,0.001,0.37,32.1,149,2.06,54.3
icr049417,MZ-c9CoXR,MZ,Chiculecule,Chiculecule-13-1,35.338582,-22.875068,10,6.05,0.27,0.091,5064,273,10.6,23.8,6.3,238,45.8,308,0.001,0.24,37.9,115,1.64,39.8
icr049418,MZ-c9CoXR,MZ,Chiculecule,Chiculecule-13-1,35.338582,-22.875068,35,5.25,0.32,0.03,1676,126,3,4.2,5.3,99.2,28,398,0.001,0.36,33.8,56.4,0.48,12.5
icr049437,MZ-JSzQ5V,MZ,Chiculecule,Chiculecule-14-1,35.33593,-22.848762,10,5.7,0.13,0.043,3034,191,2.8,14.1,6,125,31.1,226,0.001,0.28,88.2,201,0.75,17.2
icr049438,MZ-JSzQ5V,MZ,Chiculecule,Chiculecule-14-1,35.33593,-22.848762,35,5.04,0.32,0.027,1267,83,1.6,1.3,5.8,59.7,16.3,252,0.001,0.2,40.4,51.8,0.41,18.3
icr049457,MZ-mWSQpQ,MZ,Chiculecule,Chiculecule-15-1,35.336955,-22.82643,10,6.93,0.13,0.146,7108,484,11,52.4,12.2,702,82.3,534,0.33,0.68,44.4,253,1.26,43.7
icr049458,MZ-mWSQpQ,MZ,Chiculecule,Chiculecule-15-1,35.336955,-22.82643,35,6.74,0.23,0.043,2376,214,3.5,53.3,5,377,62.2,550,0.001,0.73,46,214,0.57,45.1
icr049477,MZ-EtVr7i,MZ,Chiculecule,Chiculecule-16-1,35.33732,-22.800213,10,7.16,0.18,0.048,4755,328,9.7,58,4.2,586,70.7,431,0.001,0.72,50.1,301,1.53,24.7
icr049478,MZ-EtVr7i,MZ,Chiculecule,Chiculecule-16-1,35.33732,-22.800213,35,6.79,0.27,0.03,2264,162,4.4,36.7,3.4,351,52.2,449,0.001,0.88,44.5,212,0.79,26.9
icr049496,MZ-dzdYNT,MZ,Ihassunge,Ihassunge-1-1,36.797743,-18.042857,10,8.09,0.099,0.409,7192,536,8.4,24.8,6.5,907,208,409,0.87,0.43,114,16.2,0.75,317
icr049497,MZ-dzdYNT,MZ,Ihassunge,Ihassunge-1-1,36.797743,-18.042857,35,8.78,0.29,0.493,3637,252,6.3,18.8,4,979,186,284,0.47,0.23,81.8,13.3,0.41,264
icr049516,MZ-AGAB5R,MZ,Ihassunge,Ihassunge-2-1,36.798512,-18.02627,10,6.28,0.099,0.025,3907,276,56.4,37.6,5.8,283,94.5,397,0.001,0.27,106,5.82,1.19,22.1
icr049517,MZ-AGAB5R,MZ,Ihassunge,Ihassunge-2-1,36.798512,-18.02627,35,6.28,0.099,0.019,3115,248,43.4,33.7,5.4,246,89.4,496,0.001,0.22,101,3.79,0.83,30.2
icr049536,MZ-AlGorE,MZ,Ihassunge,Ihassunge-3-2,36.80058,-17.998985,10,6.53,0.19,0.022,1299,136,4.5,10.4,2.9,278,59.7,374,0.001,0.2,58.3,12,0.95,27.8
icr049537,MZ-AlGorE,MZ,Ihassunge,Ihassunge-3-2,36.80058,-17.998985,35,5.84,0.099,0.029,3678,282,10.8,30.2,4.7,331,62.1,530,0.001,0.36,119,12.3,1.42,44.9
icr049556,MZ-dxbeOl,MZ,Ihassunge,Ihassunge-4-1,36.795087,-17.984253,10,5.98,0.19,1.44,34317,3695,38,711,276,2110,1680,1140,1.71,2.36,179,11.5,2.73,1920
icr049557,MZ-dxbeOl,MZ,Ihassunge,Ihassunge-4-1,36.795087,-17.984253,35,8.11,0.099,1.71,6149,623,13.6,737,443,2590,2010,771,3.5,2.64,91.8,127,0.91,2670
icr049576,MZ-x7NdrZ,MZ,Ihassunge,Ihassunge-5-2,36.823923,-18.044112,10,5.52,0.39,0.082,6849,542,64,76.9,8.9,270,65.5,667,0.001,0.001,212,5.25,1.17,47.8
icr049577,MZ-x7NdrZ,MZ,Ihassunge,Ihassunge-5-2,36.823923,-18.044112,35,5.31,0.39,0.106,4190,341,23,34.4,12.9,106,32.7,818,0.001,0.21,159,1.81,0.53,82.9
icr049596,MZ-FVo5Qg,MZ,Ihassunge,Ihassunge-6-1,36.819483,-18.027872,10,5.81,0.14,0.16,4534,326,7.3,21.5,6.7,480,105,348,0.001,0.24,154,2.69,0.95,110
icr049597,MZ-FVo5Qg,MZ,Ihassunge,Ihassunge-6-1,36.819483,-18.027872,35,7.02,0.097,0.049,1311,104,20.2,20.8,4.5,580,146,254,0.001,0.34,116,1.7,0.98,102
icr049616,MZ-V0PwE0,MZ,Ihassunge,Ihassunge-7-1,36.817497,-18.003518,10,6.9,0.099,0.043,2780,224,1.4,20.2,4,595,161,328,0.001,0.43,67.5,64,0.7,42.5
icr049617,MZ-V0PwE0,MZ,Ihassunge,Ihassunge-7-1,36.817497,-18.003518,35,7.71,0.099,0.074,1367,104,3.4,20.8,4.1,950,325,469,0.001,0.42,52.4,94,0.93,88.9
icr049635,MZ-OMm2yG,MZ,Ihassunge,Ihassunge-8-1,36.825287,-17.980348,10,6.39,0.19,0.057,4917,333,28.3,57.5,5.1,1040,199,359,0.001,0.99,96,90.4,3.82,38.8
icr049636,MZ-OMm2yG,MZ,Ihassunge,Ihassunge-8-1,36.825287,-17.980348,35,6.59,0.099,0.027,3203,251,19.7,38,3.1,937,129,371,0.001,0.86,90.2,66.7,2.15,39
icr049655,MZ-cP8u5G,MZ,Ihassunge,Ihassunge-9-2,36.840102,-18.0472,10,4.76,0.29,4.83,59099,3478,13.1,1970,2320,990,3750,357,9.74,1.36,261,9.81,3.87,31800
icr049656,MZ-cP8u5G,MZ,Ihassunge,Ihassunge-9-2,36.840102,-18.0472,35,4.63,0.29,1.6,22572,1483,7.6,1750,2250,1070,2600,691,8.01,2.75,291,9.32,6.55,19800
icr049675,MZ-Kt25RS,MZ,Ihassunge,Ihassunge-10-1,36.846685,-18.025873,10,6.35,0.19,0.036,3083,250,1.5,64.7,4.9,449,162,469,0.001,0.58,159,33.6,0.67,80.5
icr049676,MZ-Kt25RS,MZ,Ihassunge,Ihassunge-10-1,36.846685,-18.025873,35,8.56,0.14,0.129,2489,216,3.1,45.1,3.7,692,276,454,0.29,0.27,60.9,31.4,1.01,73.7
icr049695,MZ-K0exF1,MZ,Ihassunge,Ihassunge-11-1,36.844108,-18.004592,10,5.95,0.49,0.03,7141,537,125,66.7,6.8,152,48.7,915,0.001,1.21,343,3.55,1.06,49.6
icr049696,MZ-K0exF1,MZ,Ihassunge,Ihassunge-11-1,36.844108,-18.004592,35,5.71,0.54,0.024,5002,381,82.2,31.8,5.7,130,35,904,0.001,1.46,245,5.62,0.86,27.2
icr049715,MZ-c4y9ia,MZ,Ihassunge,Ihassunge-12-1,36.84061,-17.98061,10,6.75,0.099,0.06,5878,440,71,120,5.7,931,306,363,0.25,0.82,132,97.3,2.25,51.2
icr049716,MZ-c4y9ia,MZ,Ihassunge,Ihassunge-12-1,36.84061,-17.98061,35,6.55,0.19,0.062,4538,275,22.3,60.3,4.5,595,257,399,0.001,0.56,121,62,1.07,77.8
icr049735,MZ-yeHr7A,MZ,Ihassunge,Ihassunge-13-1,36.866937,-18.048055,10,5.28,0.099,3.12,22859,1369,20.1,1440,1600,1100,2250,708,9.02,1.91,258,3.9,4.75,15300
icr049736,MZ-yeHr7A,MZ,Ihassunge,Ihassunge-13-1,36.866937,-18.048055,35,5.68,0.099,8.73,14620,1120,28.2,1240,1070,931,1960,763,6.23,2.39,236,2.89,4.66,12700
icr049755,MZ-WC6q1W,MZ,Ihassunge,Ihassunge-14-1,36.865238,-18.026142,10,3.61,2.27,3.88,50757,3427,11.4,1770,3940,1210,3130,875,6.76,0.001,568,8.81,11.3,23000
icr049756,MZ-WC6q1W,MZ,Ihassunge,Ihassunge-14-1,36.865238,-18.026142,35,5.83,0.19,1.24,12078,681,16.9,1530,1270,809,2070,619,8.8,3.07,187,2.35,2.2,13200
icr049775,MZ-y4GeAw,MZ,Ihassunge,Ihassunge-15-1,36.860772,-17.996772,10,7.26,0.099,0.153,5305,443,16.8,84.1,6.7,470,152,379,0.59,0.28,98.4,6.44,1.05,128
icr049776,MZ-y4GeAw,MZ,Ihassunge,Ihassunge-15-1,36.860772,-17.996772,35,8.33,0.099,0.142,1432,157,14.3,72.1,4.2,415,217,354,0.47,0.37,79,11.1,1.5,203
icr049795,MZ-Xt2HRt,MZ,Ihassunge,Ihassunge-16-1,36.861702,-17.977923,10,4.98,0.29,0.201,3981,315,19.6,33.4,7.3,269,57.8,380,0.001,0.26,289,7.37,0.47,111
icr049796,MZ-Xt2HRt,MZ,Ihassunge,Ihassunge-16-1,36.861702,-17.977923,35,5.74,0.14,0.055,1833,136,15.6,15.9,4.9,290,71.6,301,0.001,0.31,193,1.87,0.87,54.2
icr049815,MZ-1XM7GP,MZ,Massuque,Massuque-1-1,34.335203,-24.240418,10,5.52,0.27,0.026,3213,156,62.2,28.5,6.2,414,61.6,153,0.001,0.22,30.5,24.2,12.6,31.6
icr049816,MZ-1XM7GP,MZ,Massuque,Massuque-1-1,34.335203,-24.240418,35,5.15,0.33,0.023,1239,87,14.6,34,2.8,128,48.8,190,0.001,0.001,34,2,0.39,40.5
icr049835,MZ-UcIwoZ,MZ,Massuque,Massuque-2-1,34.331462,-24.222723,10,5.5,0.27,0.023,3313,167,33.9,20.3,3,169,41.6,252,0.001,0.001,36.2,33.5,0.73,27
icr049836,MZ-UcIwoZ,MZ,Massuque,Massuque-2-1,34.331462,-24.222723,35,5.07,0.37,0.025,1044,87,39.5,19,3.8,132,39.4,356,0.001,0.001,44.3,4.33,2,29.3
icr049855,MZ-kqVDtQ,MZ,Massuque,Massuque-3-1,34.333932,-24.196122,10,7.86,0.23,0.359,6188,395,5.1,152,5.3,329,664,87.3,0.97,0.001,143,47,0.8,200
icr049856,MZ-kqVDtQ,MZ,Massuque,Massuque-3-1,34.333932,-24.196122,35,8.41,0.32,0.913,2252,170,4.7,308,19.8,281,637,115,1.19,0.32,104,33.7,1.42,767
icr049875,MZ-SUIM2U,MZ,Massuque,Massuque-4-1,34.32811,-24.169548,10,5.87,0.27,0.039,5759,314,9.5,17.3,2.9,334,54.3,81.2,0.001,0.001,19.6,25.3,1.13,24.2
icr049876,MZ-SUIM2U,MZ,Massuque,Massuque-4-1,34.32811,-24.169548,35,5.17,0.18,0.124,995,42,5.3,13.5,6.5,68.5,18.9,60.9,0.001,0.001,12.4,1.52,0.69,68.4
icr049894,MZ-zmSbuM,MZ,Massuque,Massuque-5-1,34.350642,-24.243575,10,5.76,0.37,0.118,4777,307,9.1,61.8,7.3,226,80.1,176,0.001,0.001,35,30.9,1.1,59.2
icr049895,MZ-zmSbuM,MZ,Massuque,Massuque-5-1,34.350642,-24.243575,35,5.22,0.19,0.038,2088,121,6.5,35.8,4.7,111,46.1,184,0.001,0.001,41.3,7.06,0.79,21.8
icr049914,MZ-RxXhtF,MZ,Massuque,Massuque-6-1,34.344828,-24.211818,10,5.64,0.18,0.038,4069,264,19.3,42,4.7,139,45.7,218,0.001,0.001,41,47.4,0.63,26.7
icr049915,MZ-RxXhtF,MZ,Massuque,Massuque-6-1,34.344828,-24.211818,35,5,0.32,0.031,1298,61,12.1,33.4,3.9,66.7,28.7,347,0.001,0.001,54.8,3.98,0.55,29.4
icr049934,MZ-lb21CX,MZ,Massuque,Massuque-7-1,34.345858,-24.188403,10,5.36,0.23,0.098,3471,180,8,15.4,7.1,81,26.2,78.4,0.001,0.001,72,3.86,0.43,58.7
icr049935,MZ-lb21CX,MZ,Massuque,Massuque-7-1,34.345858,-24.188403,35,5.29,0.18,0.073,1582,77,5,15.1,4.1,36.2,13.6,79.6,0.001,0.001,62.6,0.57,0.61,58.1
icr049954,MZ-8BMzyC,MZ,Massuque,Massuque-8-1,34.359313,-24.173732,10,5.11,0.27,0.142,4282,253,13.4,46.5,6.1,87,42.7,198,0.001,0.001,31.3,14.3,1.13,60.5
icr049955,MZ-8BMzyC,MZ,Massuque,Massuque-8-1,34.359313,-24.173732,35,5.3,0.13,0.06,2518,133,5.6,55.3,4.6,68.5,31.8,254,0.21,0.001,32.4,3.68,0.45,80.5
icr049974,MZ-Qy6XZb,MZ,Massuque,Massuque-9-1,34.371873,-24.242897,10,5.26,0.37,0.102,3414,248,18.6,42.6,4.7,82,40.5,160,0.001,0.001,30.6,24.3,0.77,45.6
icr049975,MZ-Qy6XZb,MZ,Massuque,Massuque-9-1,34.371873,-24.242897,35,5.41,0.23,0.037,1977,131,12.8,39.1,4.5,81.7,37.2,204,0.001,0.001,40.7,7.95,0.67,45.3
icr049994,MZ-SwDtHq,MZ,Massuque,Massuque-10-1,34.37512,-24.216733,10,5.69,0.13,0.035,2948,174,15.3,28.6,1.5,83.5,29.9,149,0.001,0.001,32.4,52.6,0.48,22.1
icr049995,MZ-SwDtHq,MZ,Massuque,Massuque-10-1,34.37512,-24.216733,35,5.19,0.23,0.021,923,42,8.2,23.9,0.6,73.7,27.4,185,0.001,0.001,29.9,4.28,0.4,21.6
icr050014,MZ-Yhc432,MZ,Massuque,Massuque-11-1,34.376633,-24.195698,10,5.59,0.23,0.025,3119,191,20,37.2,2.2,139,58.1,231,0.001,0.001,32.6,37.9,0.65,30.7
icr050015,MZ-Yhc432,MZ,Massuque,Massuque-11-1,34.376633,-24.195698,35,5.4,0.19,0.054,1379,75,20.4,55,6.9,136,58.2,338,0.001,0.001,48,16.7,0.87,66.5
icr050034,MZ-0882HB,MZ,Massuque,Massuque-12-1,34.381947,-24.169653,10,5.1,0.14,0.032,3803,207,17.9,26.6,5.3,112,35.9,213,0.001,0.001,40.4,16.3,8.42,18
icr050035,MZ-0882HB,MZ,Massuque,Massuque-12-1,34.381947,-24.169653,35,5.13,0.18,0.086,1728,70,14.7,24,6,43.2,19.3,244,0.001,0.001,46,2.46,0.34,59.2
icr050054,MZ-89EzuF,MZ,Massuque,Massuque-13-1,34.399773,-24.242007,10,5.5,0.27,0.128,3956,248,20.1,38.2,6,151,54.2,154,0.001,0.001,30.5,42,0.6,61.1
icr050055,MZ-89EzuF,MZ,Massuque,Massuque-13-1,34.399773,-24.242007,35,5.64,0.37,0.077,1557,131,14.1,29.2,5.2,92.9,46.5,166,0.001,0.001,29.7,12.4,0.62,45.3
icr050074,MZ-hL6Mvr,MZ,Massuque,Massuque-14-1,34.398345,-24.215777,10,5.18,0.27,0.113,3398,270,11.9,42.5,9.6,91.5,44.2,209,0.001,0.001,48.8,16.1,0.59,65
icr050075,MZ-hL6Mvr,MZ,Massuque,Massuque-14-1,34.398345,-24.215777,35,5.08,0.37,0.036,2613,199,9.5,53,6.7,85,34.3,269,0.001,0.001,48.4,8.16,0.58,33
icr050094,MZ-7z4HE3,MZ,Massuque,Massuque-15-1,34.40507,-24.190955,10,5.55,0.27,0.084,4405,242,10.5,26.8,6.3,169,45,176,0.001,0.001,29,35.3,0.96,45.1
icr050095,MZ-7z4HE3,MZ,Massuque,Massuque-15-1,34.40507,-24.190955,35,5.1,0.37,0.03,1213,102,5.5,33.6,5.6,107,42.8,304,0.22,0.001,46.7,3.65,0.8,49.1
icr050114,MZ-H4ce0D,MZ,Massuque,Massuque-16-1,34.399385,-24.175445,10,5.54,0.18,0.109,2407,144,30.5,35.4,9.8,109,37,301,0.001,0.001,41.6,16.9,0.81,79.7
icr050115,MZ-H4ce0D,MZ,Massuque,Massuque-16-1,34.399385,-24.175445,35,4.99,0.55,0.041,1192,89,25,23.4,6.9,113,39.3,464,0.001,0.001,49.3,1.98,0.8,41.6
icr050134,MZ-kxRZCh,MZ,Martinho,Martinho-1-1,38.936703,-16.177478,10,6.81,0.19,0.059,21535,1212,33.6,128,7,3670,1000,716,0.64,4.02,147,83.1,1.87,50.6
icr050135,MZ-kxRZCh,MZ,Martinho,Martinho-1-1,38.936703,-16.177478,35,6.94,0.29,0.063,10262,567,6.7,71.5,5.1,2640,925,752,0.44,3.81,123,72.5,0.91,74.3
icr050154,MZ-F8vNHL,MZ,Martinho,Martinho-2-1,38.941078,-16.16296,10,7.17,0.29,0.052,20196,1447,181,247,8.2,3590,428,717,0.74,2.86,177,83.2,2.47,46.1
icr050155,MZ-F8vNHL,MZ,Martinho,Martinho-2-1,38.941078,-16.16296,35,6.79,0.24,0.058,17441,1032,78.3,124,6,3620,542,795,0.49,3.21,202,69.1,1.01,39
icr050174,MZ-rHmRDD,MZ,Martinho,Martinho-3-1,38.941133,-16.1334,10,6.09,0.14,0.055,22816,1250,7.6,136,6.3,2740,668,764,0.21,3.66,183,80.9,1.89,60.3
icr050175,MZ-rHmRDD,MZ,Martinho,Martinho-3-1,38.941133,-16.1334,35,5.94,0.19,0.05,14804,807,3,76.7,5.5,2460,782,953,0.001,4.19,173,40.7,0.91,89.8
icr050194,MZ-LppAxB,MZ,Martinho,Martinho-4-1,38.938123,-16.109833,10,5.91,0.29,0.041,6680,448,12.9,91.5,4.8,584,139,532,0.001,0.67,73.5,41.2,0.36,28.8
icr050195,MZ-LppAxB,MZ,Martinho,Martinho-4-1,38.938123,-16.109833,35,5.4,0.19,0.04,4923,330,3.9,63.5,4.7,406,165,664,0.001,0.7,82.4,15.2,0.001,35.9
icr050214,MZ-rFrALM,MZ,Martinho,Martinho-5-1,38.962908,-16.174298,10,5.4,0.24,0.023,4422,234,7.8,29,3.7,216,60.5,520,0.001,0.28,98,3.95,0.43,32.6
icr050215,MZ-rFrALM,MZ,Martinho,Martinho-5-1,38.962908,-16.174298,35,5.38,0.53,0.027,3000,200,4.4,19.3,5.5,136,81.2,777,0.001,0.65,72.2,1.6,1.3,59.5
icr050234,MZ-cDmZ4V,MZ,Martinho,Martinho-6-1,38.956273,-16.157083,10,6.09,0.24,0.027,13155,774,145,183,6.4,1480,313,983,0.001,1.29,220,21.5,0.73,36.8
icr050235,MZ-cDmZ4V,MZ,Martinho,Martinho-6-1,38.956273,-16.157083,35,6.02,0.19,0.031,9087,591,149,104,6.1,1280,317,1180,0.001,1.46,205,20.7,0.34,45
icr050254,MZ-DJx8II,MZ,Martinho,Martinho-7-1,38.955302,-16.127287,10,6.33,0.14,0.035,7000,451,12.3,92,3.8,627,127,584,0.001,0.68,56.9,97.6,1.56,30.4
icr050255,MZ-DJx8II,MZ,Martinho,Martinho-7-1,38.955302,-16.127287,35,6.14,0.19,0.021,3571,291,4.6,61,5.6,432,119,674,0.001,0.71,43.6,67.4,7.09,37.2
icr050274,MZ-EGSE9n,MZ,Martinho,Martinho-8-1,38.965452,-16.11558,10,5.79,0.19,0.034,4551,282,3.5,59.3,4.6,464,123,589,0.001,0.35,61.7,68.7,0.42,43.9
icr050275,MZ-EGSE9n,MZ,Martinho,Martinho-8-1,38.965452,-16.11558,35,5.65,0.14,0.032,3425,275,2,36.2,4.7,435,164,745,0.001,0.24,57.4,37.2,0.38,46.1
icr050294,MZ-wdGJDY,MZ,Martinho,Martinho-9-1,38.990622,-16.178185,10,6.46,0.14,0.069,16612,940,8.8,62.5,6.4,1810,476,898,0.35,5.56,114,79,0.54,284
icr050295,MZ-wdGJDY,MZ,Martinho,Martinho-9-1,38.990622,-16.178185,35,7.67,0.19,0.148,11828,612,0.6,50.2,4.6,2010,555,1000,0.65,5.96,88.9,120,0.49,1000
icr050314,MZ-gFWRRc,MZ,Martinho,Martinho-10-1,38.988252,-16.155567,10,6.27,0.19,0.037,3943,198,10.2,54.6,3.3,348,70.5,297,0.001,0.45,91.9,41.6,0.51,32.2
icr050315,MZ-gFWRRc,MZ,Martinho,Martinho-10-1,38.988252,-16.155567,35,5.53,0.24,0.03,2121,125,4.5,18,4.7,164,35.7,303,0.001,0.26,71.8,10.5,0.34,34.8
icr050334,MZ-YfTV8N,MZ,Martinho,Martinho-11-1,38.9843,-16.137218,10,5.62,0.14,0.015,1963,117,6.6,23.1,2.2,153,27.2,208,0.001,0.001,44.6,41.8,0.69,22.2
icr050335,MZ-YfTV8N,MZ,Martinho,Martinho-11-1,38.9843,-16.137218,35,6.36,0.19,0.026,4216,205,8.5,31.2,2.8,415,74,224,0.001,0.47,57.3,74.6,1.08,23.6
icr050354,MZ-LaktFv,MZ,Martinho,Martinho-12-1,38.986128,-16.116287,10,6.57,0.19,0.048,10802,623,5.4,54.9,5.3,1570,201,551,0.29,4.97,83,180,1.31,32.3
icr050355,MZ-LaktFv,MZ,Martinho,Martinho-12-1,38.986128,-16.116287,35,6.53,0.097,0.059,5092,330,1,18.4,5.4,1270,143,702,0.27,5.56,76.8,122,0.42,32.2
icr050374,MZ-TQAA3t,MZ,Martinho,Martinho-13-1,39.005233,-16.174468,10,6.13,0.19,0.032,5672,379,4.9,55.6,4.1,588,120,526,0.001,1.41,48.4,52.5,0.53,19.3
icr050375,MZ-TQAA3t,MZ,Martinho,Martinho-13-1,39.005233,-16.174468,35,5.83,0.14,0.024,5056,371,3.1,26.2,5,593,153,648,0.001,1.33,48.3,22.6,0.37,21
icr050394,MZ-72OFPF,MZ,Martinho,Martinho-14-1,39.003835,-16.14783,10,5.7,0.14,0.03,5401,375,7.2,34.6,2.8,284,55.9,239,0.001,0.001,57.7,9.72,0.33,17.2
icr050395,MZ-72OFPF,MZ,Martinho,Martinho-14-1,39.003835,-16.14783,35,5.4,0.14,0.022,2254,177,4.9,37.3,3.6,193,52.5,248,0.001,0.001,40.6,4.97,0.43,40.1
icr050414,MZ-MMRajq,MZ,Martinho,Martinho-15-1,39.00373,-16.137698,10,6.26,0.24,0.031,6013,372,4.5,100,4.1,378,80.7,520,0.21,0.66,45.7,139,0.53,25.8
icr050415,MZ-MMRajq,MZ,Martinho,Martinho-15-1,39.00373,-16.137698,35,5.78,0.097,0.032,2786,220,1.9,60.6,4.8,251,67,592,0.001,0.57,40.9,112,0.48,33.1
icr050434,MZ-dXq315,MZ,Martinho,Martinho-16-1,39.011138,-16.1104,10,5.83,0.14,0.045,9650,686,1.1,26,5.4,565,319,865,0.33,4.31,110,67.3,0.27,66.7
icr050435,MZ-dXq315,MZ,Martinho,Martinho-16-1,39.011138,-16.1104,35,5.88,0.048,0.036,9183,568,1.1,25.1,5.2,653,301,933,0.23,4.58,103,69.1,1,68.4
icr054165,UG-SqvHQK,UG,Namasuba,Namasuba-1-1,32.270676,0.491363,10,6.11,0.14,0.142,18087,1465,30.6,238,9.1,2000,277,807,0.48,5.96,190,385,8.65,4.5
icr054166,UG-SqvHQK,UG,Namasuba,Namasuba-1-1,32.270676,0.491363,35,6.26,0.14,0.042,13341,1014,6.3,111,7.6,1560,237,805,0.24,5.75,149,552,5.63,9.76
icr054183,UG-2nzO9d,UG,Namasuba,Namasuba-2-1,32.263542,0.515868,10,5.14,0.28,0.161,16623,1117,4.2,60.9,11.2,1090,241,939,0.001,4,154,469,1.02,34.5
icr054184,UG-2nzO9d,UG,Namasuba,Namasuba-2-1,32.263542,0.515868,35,5.32,0.61,0.056,8933,697,1.2,46.1,9.6,792,220,923,0.001,3.64,145,413,1.04,22.3
icr054201,UG-lrKN4v,UG,Namasuba,Namasuba-3-1,32.268044,0.533473,10,5.37,0.61,0.152,20631,1603,7.4,196,30.7,780,227,775,0.001,0.36,782,383,3.23,25.3
icr054202,UG-lrKN4v,UG,Namasuba,Namasuba-3-1,32.268044,0.533473,35,4.47,1.47,0.115,6704,405,11.5,69.7,18,270,64.8,638,0.001,2.31,311,59.9,1.5,29.2
icr054220,UG-2NBQbE,UG,Namasuba,Namasuba-4-1,32.266228,0.551317,10,5.08,0.71,0.238,31370,2369,5.6,79.7,17.7,1370,351,646,0.001,1.16,509,46.6,11.3,53.4
icr054221,UG-2NBQbE,UG,Namasuba,Namasuba-4-1,32.266228,0.551317,35,5.22,0.95,0.057,13184,921,2.8,68.2,16.9,523,183,507,0.001,0.001,981,32.2,1.36,39.8
icr054238,UG-MPuJml,UG,Namasuba,Namasuba-5-1,32.287838,0.49764,10,6.02,0.52,0.04,16159,1318,7,153,15.6,1100,205,928,0.001,5.21,328,584,4.23,32.2
icr054239,UG-MPuJml,UG,Namasuba,Namasuba-5-1,32.287838,0.49764,35,5.15,0.99,0.032,9485,754,1,44.8,9.7,862,141,1070,0.001,4.04,164,388,1.22,17.2
icr054258,UG-YcQxNr,UG,Namasuba,Namasuba-6-1,32.288757,0.512713,10,6.34,0.56,0.203,19412,1514,11.2,195,10,1930,301,606,0.65,4.03,141,383,4.83,18.7
icr054259,UG-YcQxNr,UG,Namasuba,Namasuba-6-1,32.288757,0.512713,35,5.76,0.47,0.081,9986,728,3,94.5,11.1,1230,245,792,0.001,4.39,166,397,3.06,7
icr054277,UG-sBh40O,UG,Namasuba,Namasuba-7-1,32.286675,0.533078,10,4.87,0.95,0.13,19849,1615,16.8,106,14.6,651,194,781,0.001,1.4,494,30.7,6.59,24.3
